,Price,Year,Make,Model,Kilometres
10973,34998,2021,ram,1500 classic,101420
10974,41977,2021,volvo,xc90,47500
10975,8977,2015,ford,focus,90131
10976,31888,2021,honda,cr-v,49745
10977,19512,2023,kia,rio 5-door,56694
10978,33567,2020,cadillac,ct5,40247
10979,42995,2022,ram,1500 classic,13778
10980,88995,2022,audi,sq8,44195
10981,18998,2020,mazda,mazda3,79014
10982,29900,2019,ram,promaster city,79000
10983,34978,2024,jeep,compass,25
10984,29998,2018,jeep,grand cherokee,81231
10985,169989,2024,bmw,i7,90
10986,56888,2021,bmw,4 series,39089
10987,23985,2017,bmw,3 series,58332
10988,49987,2020,chevrolet,suburban,163729
10989,28950,2017,porsche,macan,90000
10990,16980,2016,toyota,rav4,195749
10991,18000,2019,nissan,qashqai,77500
10992,75499,2024,lexus,is,5957
10993,32026,2021,ford,edge,84740
10994,28950,2021,chrysler,grand caravan,91121
10995,110722,2023,mercedes-benz,e-class,8875
10996,44444,2024,ford,edge,53047
10997,67995,2020,ram,3500,142071
10998,71980,2022,ram,2500,117386
10999,100209,2023,mercedes-benz,c-class,90
11000,38573,2022,jeep,cherokee,36892
11001,84988,2023,bmw,x7,71083
11002,16795,2020,hyundai,accent,87001
11003,23988,2019,nissan,rogue,70836
11004,21598,2018,mercedes-benz,cla,92622
11005,28995,2023,kia,seltos,25421
11006,12258,2012,mini,cooper s,128385
11007,38295,2020,mercedes-benz,glc,19645
11008,30420,2019,honda,pilot,58738
11009,32499,2022,subaru,forester,35104
11010,38960,2024,ford,escape,62
11011,85888,2024,chevrolet,silverado 1500,15
11012,42785,2024,ford,escape,71
11013,47777,2021,alfa romeo,stelvio,92421
11014,59395,2024,volkswagen,atlas cross sport,90
11015,28995,2023,hyundai,kona electric,31120
11016,46998,2024,mazda,cx-90 mhev,37978
11017,49996,2020,mercedes-benz,e-class,42200
11018,18492,2017,mazda,mazda6,67468
11019,39882,2023,bmw,3 series,51014
11020,15888,2017,hyundai,tucson,122184
11021,42666,2022,infiniti,qx60,53098
11022,459998,2022,rolls-royce,ghost,157
11023,52995,2024,ram,1500,1165
11024,35850,2021,toyota,rav4,107571
11025,44995,2020,ram,1500,57147
11026,32940,2023,ford,escape,14065
11027,39997,2021,toyota,rav4,29450
11028,41195,2024,volkswagen,tiguan,15
11029,194998,2023,porsche,cayenne,21522
11030,36995,2019,ford,f-150,119811
11031,18999,2017,mini,cooper clubman,78300
11032,22575,2020,honda,civic sedan,123673
11033,17875,2018,chevrolet,equinox,110334
11034,22995,2014,ram,1500,203683
11035,36999,2022,jeep,cherokee,18331
11036,23989,2022,ford,ecosport,28562
11037,31579,2020,gmc,terrain,64118
11038,26999,2017,toyota,highlander,142199
11039,6990,2016,dodge,journey,187804
11040,30087,2023,volkswagen,taos,6175
11041,14895,2016,honda,cr-v,120120
11042,50912,2022,chrysler,pacifica,7503
11043,67820,2025,infiniti,qx60,25
11044,13999,2011,jeep,grand cherokee,129345
11045,7950,2014,mercedes-benz,b-class,183165
11046,26584,2019,bmw,4 series,111975
11047,63999,2023,ram,1500,20000
11048,43858,2024,kia,niro ev,12542
11049,49488,2020,toyota,tacoma,57865
11050,42888,2021,bmw,5 series,63706
11051,26860,2021,volkswagen,passat,76009
11052,48965,2022,dodge,durango,19403
11053,77438,2023,chevrolet,tahoe,52811
11054,22900,2021,jeep,compass,93879
11055,59107,2024,chevrolet,silverado 1500,5
11056,11990,2016,honda,civic sedan,231008
11057,25489,2021,kia,seltos,42825
11058,35995,2019,audi,q7,67098
11059,50880,2022,ram,3500,54474
11060,79894,2022,jeep,grand wagoneer,30298
11061,6990,2013,volkswagen,passat,252357
11062,34495,2021,acura,rdx,39715
11063,37985,2022,nissan,frontier,76378
11064,43499,2021,bmw,x5,81506
11065,33588,2020,lexus,nx,60839
11066,27995,2022,kia,soul ev,48576
11067,24998,2018,honda,cr-v,110373
11068,74300,2024,ram,1500,10084
11069,77396,2024,jeep,grand cherokee l,63
11070,35999,2020,toyota,rav4,82096
11071,25995,2023,kia,rio,24692
11072,22909,2017,ram,2500,224552
11073,32268,2023,nissan,maxima,15180
11074,55515,2024,ford,bronco,100
11075,34788,2020,audi,a5,61364
11076,22987,2019,subaru,crosstrek,90155
11077,34388,2016,land rover,range rover,132873
11078,37888,2022,chrysler,pacifica,69915
11079,40995,2023,kia,sportage,22160
11080,94990,2023,mercedes-benz,eqe,5700
11081,67998,2024,bmw,4 series,10886
11082,31499,2015,toyota,4runner,118252
11083,65420,2022,ford,mustang mach-e,17052
11084,65995,2023,genesis,gv70,12150
11085,55995,2019,ram,2500,105044
11086,53888,2017,tesla,model x,84000
11087,47999,2023,jeep,wrangler,16212
11088,10480,2007,toyota,camry,111310
11089,13990,2016,honda,accord,185194
11090,35990,2021,volkswagen,atlas,69536
11091,12995,2015,bmw,3 series,133000
11092,19995,2019,jeep,compass,112534
11093,19995,2019,bmw,x3,112534
11094,56070,2023,kia,ev6,3400
11095,32990,2022,jeep,compass,29960
11096,47992,2024,chrysler,grand caravan,0
11097,17998,2019,subaru,impreza,103358
11098,8998,2017,nissan,rogue,167500
11099,55998,2022,audi,sq5,58161
11100,55999,2023,toyota,4runner,27663
11101,36890,2021,ford,ranger,69587
11102,29995,2020,audi,q5,99000
11103,20888,2015,audi,q7,101359
11104,44999,2016,mercedes-benz,gle,108422
11105,43888,2023,audi,q5,42032
11106,23750,2019,audi,a4,77140
11107,26450,2020,honda,cr-v,144000
11108,19987,2020,nissan,qashqai,112111
11109,34800,2021,hyundai,palisade,90694
11110,9888,2016,ford,focus,82549
11111,57694,2024,chevrolet,silverado 1500,15
11112,70120,2025,infiniti,qx60,25
11113,17488,2016,nissan,rogue,120715
11114,65144,2024,kia,ev6,33
11115,27999,2018,ford,f-150,114737
11116,31995,2018,nissan,titan,109902
11117,23990,2022,hyundai,elantra,67001
11118,65492,2022,ford,bronco,14221
11119,33988,2022,dodge,charger,48689
11120,11800,2017,nissan,versa note,130976
11121,12370,2016,chevrolet,cruze,121663
11122,17900,2018,volkswagen,passat,127953
11123,17990,2016,ram,1500,208434
11124,54988,2022,gmc,sierra 1500,90760
11125,39991,2020,audi,a4 allroad,50081
11126,64899,2025,bmw,4 series,8183
11127,24000,2021,chevrolet,trax,59227
11128,10995,2019,nissan,sentra,157626
11129,59199,2024,hyundai,ioniq 5,6
11130,49458,2025,honda,cr-v hybrid,0
11131,21995,2017,ford,f-150,170000
11132,18208,2018,chevrolet,cruze,101403
11133,21987,2021,toyota,corolla,89445
11134,21995,2017,jeep,grand cherokee,100037
11135,46065,2022,kia,telluride,47351
11136,24895,2021,kia,forte,66173
11137,24888,2015,chevrolet,silverado 1500,170767
11138,24999,2019,ford,fusion hybrid,47780
11139,25699,2023,hyundai,elantra,46609
11140,26249,2020,gmc,terrain,98338
11141,28888,2020,mini,convertible,18478
11142,58999,2024,jeep,wrangler,12224
11143,28912,2022,hyundai,santa fe,53276
11144,29900,2019,audi,sq5,106190
11145,32898,2017,honda,ridgeline,65873
11146,12849,2016,kia,sorento,147214
11147,33995,2019,jeep,wrangler,112013
11148,57050,2024,jeep,wrangler,0
11149,40000,2018,mercedes-benz,gle,87000
11150,34179,2023,gmc,terrain,37842
11151,34994,2022,chrysler,grand caravan,71059
11152,22486,2016,jaguar,xf,71430
11153,38500,2022,honda,accord sedan,48396
11154,38654,2022,chrysler,pacifica,64300
11155,35777,2022,ford,unspecified,0
11156,39900,2021,volvo,xc90,90920
11157,17269,2016,chevrolet,equinox,55283
11158,16999,2016,honda,accord sedan,130947
11159,38960,2024,ford,escape,62
11160,70120,2025,infiniti,qx60,25
11161,10500,2011,buick,enclave,241222
11162,75000,1957,chevrolet,210,1234
11163,21950,2019,hyundai,santa fe,72265
11164,51239,2023,ram,1500 classic,24
11165,55888,2023,ram,1500,43100
11166,56699,2022,ram,1500,45632
11167,27488,2020,ford,mustang,67196
11168,57910,2025,chevrolet,blazer,15
11169,58671,2024,ram,1500,18
11170,59507,2023,ram,1500 classic,40
11171,59755,2024,ram,1500 classic,34
11172,61555,2024,jeep,grand cherokee l,34
11173,62649,2024,ford,f-150,10
11174,65493,2024,gmc,sierra 1500,7
11175,66815,2024,ford,f-150,22
11176,18888,2021,volkswagen,golf,89668
11177,69802,2024,jeep,grand cherokee l,0
11178,77101,2024,jeep,grand cherokee l,21
11179,36999,2019,ram,1500,157999
11180,48980,2023,audi,q5,30500
11181,59880,2018,ford,f-350,221200
11182,15497,2017,ford,escape,169404
11183,51999,2020,land rover,range rover sport,58876
11184,77716,2024,jeep,wrangler,21
11185,79035,2024,ram,1500,12
11186,98000,2023,audi,sq7,47150
11187,103988,2024,jeep,wagoneer,9205
11188,87995,2024,dodge,durango,3334
11189,40199,2022,toyota,highlander,69208
11190,67795,2022,dodge,durango,43865
11191,27521,2023,honda,cr-v,161910
11192,14488,2018,ford,escape,133590
11193,77167,2024,ram,1500,0
11194,59107,2024,chevrolet,silverado 1500,5250
11195,38795,2022,lincoln,corsair,57138
11196,18990,2021,infiniti,qx50,185069
11197,40725,2024,toyota,camry,7112
11198,60995,2022,audi,s5,23789
11199,31500,2023,chevrolet,equinox,20721
11200,19818,2018,hyundai,ioniq,87905
11201,25498,2018,audi,q3,32172
11202,45495,2023,hyundai,ioniq 5,29782
11203,76321,2000,bmw,z3 m,43832
11204,40199,2022,toyota,highlander,74715
11205,21950,2017,toyota,rav4,93078
11206,68995,2024,ram,2500,10624
11207,88529,2024,chevrolet,silverado 1500,7
11208,43790,2024,volkswagen,tiguan,6
11209,22998,2016,mercedes-benz,c-class,81000
11210,32157,2020,honda,accord hybrid,46604
11211,7477,2015,mazda,mazda3,156953
11212,33999,2020,ford,f-150,80275
11213,29995,2021,mazda,cx-9,99810
11214,33480,2021,bmw,3 series,74359
11215,12990,2018,volkswagen,passat,184712
11216,11950,2014,subaru,outback,130100
11217,43995,2023,chevrolet,silverado 1500,55610
11218,33995,2021,mazda,mazda3,62519
11219,32892,2020,honda,cr-v,85351
11220,48912,2022,cadillac,xt6,45841
11221,45233,2018,land rover,range rover sport,84426
11222,63044,2024,volkswagen,atlas,90
11223,62393,2024,nissan,ariya,0
11224,57050,2024,jeep,wrangler,0
11225,35139,2022,mazda,cx-9,28180
11226,29227,2020,ford,explorer,97964
11227,31450,2018,mercedes-benz,gle,100000
11228,28995,2022,honda,civic,56682
11229,19601,2020,nissan,kicks,103428
11230,56663,2024,nissan,frontier,27
11231,18749,2019,jeep,cherokee,85340
11232,14076,2016,kia,sportage,89010
11233,43850,2024,jeep,wrangler,3644
11234,112183,2023,dodge,challenger,10
11235,70144,2024,gmc,sierra 1500,20
11236,13288,2012,volkswagen,touareg,164254
11237,29999,2020,honda,accord sedan,58061
11238,55995,2019,ram,2500,105044
11239,43998,2022,gmc,canyon,55829
11240,23988,2019,mazda,cx-9,127702
11241,39405,2023,bmw,x3,62119
11242,33991,2018,ford,f-150,79077
11243,29994,2022,volkswagen,tiguan,36724
11244,21498,2016,volvo,xc90,130714
11245,45914,2023,ford,bronco sport,8577
11246,109994,2024,chevrolet,camaro,1232
11247,28287,2023,toyota,camry,84338
11248,66935,2024,ford,f-150,0
11249,17107,2019,volkswagen,tiguan,133768
11250,10900,2014,kia,rondo,97124
11251,56940,2024,jeep,wrangler,0
11252,6990,2018,kia,rio 5-door,238393
11253,21985,2020,ford,escape,35083
11254,34980,2019,dodge,durango,98000
11255,51512,2024,volkswagen,atlas,19016
11256,71548,2024,gmc,sierra 2500,20
11257,71548,2024,nissan,sentra,20
11258,13800,2012,gmc,canyon,115690
11259,24995,2017,ram,1500,121147
11260,36042,2021,ford,mustang mach-e,59922
11261,46877,2024,volvo,xc40,22134
11262,59888,2024,cadillac,lyriq,6433
11263,26994,2021,nissan,qashqai,24137
11264,79688,2023,mercedes-benz,eqe,9500
11265,65648,2024,chevrolet,silverado 1500,5
11266,33990,2023,nissan,qashqai,7315
11267,37310,2024,ford,bronco sport,6630
11268,57050,2024,jeep,wrangler,0
11269,47478,2024,hyundai,ioniq 5,299
11270,12000,2014,chevrolet,silverado 1500,227665
11271,46798,2021,infiniti,q60,36168
11272,34900,2018,ford,f-150,73857
11273,27995,2016,audi,s5,107152
11274,22692,2023,hyundai,elantra,41647
11275,27996,2021,dodge,charger,66223
11276,23998,2017,jeep,grand cherokee,99629
11277,28987,2021,honda,civic sedan,80182
11278,24498,2022,mazda,mazda3,29806
11279,85245,2021,dodge,durango,28777
11280,92029,2024,chevrolet,silverado 1500,20
11281,23988,2019,mazda,cx-9,127702
11282,66935,2024,ford,f-150,0
11283,67888,2023,ford,bronco,11780
11284,44900,2024,chevrolet,camaro,21
11285,27712,2016,jeep,wrangler,125887
11286,17995,2018,volkswagen,beetle,59802
11287,22598,2020,jeep,cherokee,116573
11288,24000,2022,toyota,corolla hatchback,47350
11289,24677,2022,gmc,terrain,82040
11290,33934,2021,mazda,cx-9,34226
11291,28998,2020,hyundai,palisade,142004
11292,48995,2023,ram,1500 classic,5583
11293,42688,2023,gmc,acadia,38785
11294,25488,2020,hyundai,santa fe,67624
11295,24999,2015,ram,1500,158420
11296,21995,2022,mitsubishi,rvr,75144
11297,29420,2020,chevrolet,blazer,171507
11298,20816,2019,hyundai,santa fe,99556
11299,39075,2022,ford,explorer,72104
11300,32770,2019,tesla,model 3,35334
11301,17497,2015,subaru,outback,99394
11302,33888,2019,land rover,range rover velar,106676
11303,5999,2004,chevrolet,venture,170000
11304,48953,2021,mercedes-benz,glc,64700
11305,62595,2021,mercedes-benz,gle,60475
11306,29995,2022,hyundai,santa fe plug-in hybrid,104955
11307,29999,2024,toyota,corolla,32880
11308,77641,2024,jeep,grand cherokee l,425
11309,28988,2021,cadillac,xt4,75465
11310,9800,2016,chevrolet,cruze,170739
11311,34999,2019,ford,f-150,70711
11312,43495,2023,acura,rdx,37985
11313,23999,2019,ford,escape,64439
11314,45999,2023,toyota,gr corolla,24017
11315,58577,2023,chevrolet,silverado 1500,34004
11316,38109,2024,chevrolet,malibu,15
11317,6490,2011,mazda,mazda3,167366
11318,53595,2020,porsche,macan,45026
11319,25667,2023,mitsubishi,eclipse cross,30834
11320,94068,2022,dodge,challenger,8990
11321,5888,2013,toyota,camry,230764
11322,28999,2020,audi,q5,93272
11323,6990,2013,mazda,mazda6,185359
11324,52800,2021,porsche,macan,54055
11325,55362,2022,ram,1500,14530
11326,53979,2024,cadillac,xt4,20
11327,58468,2024,volkswagen,atlas cross sport,149
11328,8990,2016,mazda,mazda3,206015
11329,48965,2022,dodge,durango,19403
11330,30995,2022,audi,q3,68649
11331,16999,2019,nissan,rogue,113254
11332,58345,2024,jeep,wrangler,0
11333,24297,2022,buick,encore,79430
11334,33299,2022,hyundai,santa fe plug-in hybrid,94008
11335,34995,2020,ram,1500,79639
11336,187345,2024,gmc,hummer ev pickup,40
11337,75998,2023,chevrolet,tahoe,32335
11338,29995,2021,mazda,cx-9,43104
11339,17999,2020,chevrolet,trax,49200
11340,21851,2019,volkswagen,atlas,144913
11341,29999,2021,audi,q5,72394
11342,37990,2019,mercedes-benz,e-class,88998
11343,80000,2021,mercedes-benz,gls,70400
11344,15850,2016,jeep,cherokee,135026
11345,20850,2021,mitsubishi,rvr,94951
11346,25894,2021,nissan,rogue,72016
11347,39997,2021,toyota,rav4,29450
11348,41552,2020,toyota,highlander,80354
11349,40995,2024,ford,edge,150
11350,175000,1999,ferrari,360,44000
11351,18999,2017,mini,cooper clubman,78300
11352,59978,2024,nissan,pathfinder,0
11353,29958,2021,jeep,grand cherokee,83236
11354,34495,2022,ford,explorer,72365
11355,35213,2021,cadillac,xt4,35983
11356,36793,2022,ram,1500 classic,78002
11357,52035,2023,mercedes-benz,glb,15100
11358,39900,2019,chevrolet,silverado 1500,90564
11359,40985,2020,ford,f-150,93207
11360,55398,2024,volkswagen,atlas cross sport,90
11361,61995,2024,audi,q4 e-tron,7040
11362,39999,2023,ford,bronco sport,14541
11363,11995,2015,ram,1500,267764
11364,12990,2014,volkswagen,cc,82989
11365,65652,2024,mercedes-benz,c-class,3316
11366,31985,2021,toyota,rav4,109314
11367,13995,2016,hyundai,tucson,128295
11368,35099,2017,mercedes-benz,c-class,74164
11369,30912,2020,land rover,range rover evoque,119470
11370,62106,2024,honda,odyssey,20745
11371,79995,2024,ram,2500,8425
11372,64394,2024,kia,ev6,16
11373,45988,2019,cadillac,escalade,140159
11374,55880,2021,land rover,range rover velar,65000
11375,26500,2024,hyundai,elantra,11501
11376,23500,2017,mazda,mazda6,43800
11377,29999,2024,toyota,corolla,32880
11378,28995,2023,jeep,compass,40691
11379,92999,2022,dodge,challenger,4012
11380,98999,2023,chevrolet,corvette,3260
11381,6995,2014,hyundai,elantra,174375
11382,23999,2019,ford,escape,64439
11383,17995,2016,audi,a3,44612
11384,23488,2023,hyundai,venue,19378
11385,71740,2024,bmw,i4,4000
11386,10999,2014,kia,soul,170094
11387,33953,2016,toyota,tacoma,84095
11388,25995,2023,kia,soul,30628
11389,318888,2023,maserati,mc20,90
11390,22498,2021,hyundai,sonata,114585
11391,77323,2020,porsche,cayenne,24945
11392,41490,2023,jeep,grand cherokee,58004
11393,35788,2020,land rover,range rover evoque,38000
11394,29995,2021,audi,q5,55186
11395,24990,2018,toyota,camry,109000
11396,32499,2021,ford,f-150,112368
11397,26900,2018,audi,q5,96958
11398,27999,2022,hyundai,elantra,6921
11399,61995,2024,kia,telluride,8159
11400,43622,2020,toyota,tundra,86551
11401,41994,2025,kia,sorento,12
11402,64999,2020,land rover,range rover,59100
11403,33912,2022,jeep,compass,31832
11404,29795,2022,chrysler,300,55724
11405,24988,2022,chevrolet,equinox,85651
11406,23949,2019,bmw,x1,77256
11407,36999,2021,jeep,wrangler,42611
11408,33938,2023,ford,escape,7945
11409,45900,2018,cadillac,escalade,125500
11410,9495,2015,mini,cooper 2 door,108057
11411,18907,2014,jeep,cherokee,99693
11412,41888,2021,mercedes-benz,gla,49910
11413,115800,2021,porsche,718 boxster,3313
11414,54789,2024,kia,telluride,25
11415,29950,2020,bmw,2 series,74293
11416,42995,2022,acura,mdx,96283
11417,15899,2008,nissan,titan,174295
11418,62535,2024,jeep,wrangler,0
11419,24790,2020,mazda,mazda3,47369
11420,16850,2017,kia,sorento,150355
11421,20449,2022,hyundai,venue,34591
11422,20995,2018,ford,fusion energi,34000
11423,50888,2023,nissan,frontier,252
11424,23495,2020,kia,soul ev,54514
11425,27499,2020,land rover,discovery sport,82327
11426,39577,2022,ram,1500 classic,52314
11427,41000,2022,audi,q3,11633
11428,37499,2024,gmc,terrain,9960
11429,50997,2017,porsche,macan,38148
11430,18750,2018,nissan,pathfinder,140000
11431,94460,2024,ram,2500,0
11432,26195,2021,jeep,cherokee,95342
11433,51988,2022,toyota,tundra,45065
11434,40995,2022,audi,q5,71969
11435,38917,2022,bmw,3 series,50509
11436,33995,2021,bmw,x3,68474
11437,26995,2022,nissan,rogue,28941
11438,16999,2020,nissan,kicks,55615
11439,35794,2021,toyota,rav4,107011
11440,43995,2023,jeep,wrangler,30140
11441,37408,2024,ford,escape,100
11442,44995,2021,audi,e-tron,73350
11443,59990,2022,ram,1500,17900
11444,59900,2022,toyota,gr supra,12185
11445,68480,2021,bmw,x5,56457
11446,55499,2022,bmw,x5,51029
11447,70432,2025,bmw,x3,90
11448,62275,2025,honda,pilot,11
11449,37995,2022,audi,q3,38095
11450,80600,2025,genesis,gv80,10
11451,70775,2023,ford,bronco,10520
11452,53310,2024,jeep,grand cherokee,0
11453,17475,2021,kia,forte,157569
11454,34995,2020,jeep,grand cherokee,83000
11455,47207,2020,bmw,5 series,45519
11456,54985,2024,jeep,grand cherokee,5016
11457,55998,2023,ram,1500,6500
11458,63900,2023,dodge,challenger,4702
11459,17499,2016,bmw,4 series,125054
11460,46288,2024,audi,q5,3892
11461,22490,2020,mazda,mazda3,47412
11462,95988,2021,bmw,m5,56995
11463,38500,2020,acura,mdx,62512
11464,14995,2016,ford,explorer,269360
11465,66612,2016,dodge,challenger,44656
11466,38960,2024,ford,escape,62
11467,19525,2017,toyota,corolla,48841
11468,19888,2015,honda,pilot,179010
11469,17450,2017,toyota,corolla,136330
11470,29995,2019,ram,1500 classic,186361
11471,36900,2017,land rover,range rover sport,104000
11472,16645,2017,ford,explorer,209071
11473,64500,2023,toyota,tundra,15786
11474,36995,2022,tesla,model 3,12672
11475,23990,2019,chevrolet,blazer,123291
11476,38997,2021,ram,1500 classic,27490
11477,49794,2024,ford,f-150,1022
11478,36498,2022,infiniti,qx55,47616
11479,22995,2021,nissan,rogue,45603
11480,57777,2023,jeep,grand cherokee l,30877
11481,17987,2019,chevrolet,trax,109431
11482,41985,2021,ram,1500,88220
11483,41985,2021,hyundai,elantra,88220
11484,41985,2021,hyundai,santa fe,88220
11485,25994,2020,ford,escape,49396
11486,29888,2018,audi,q5,81571
11487,50974,2024,kia,sorento,19
11488,95950,2024,dodge,durango,10
11489,120900,2022,porsche,718 boxster,14300
11490,87122,2024,chevrolet,suburban,19
11491,72980,2022,bmw,x7,79322
11492,70420,2023,mercedes-benz,c-class,6268
11493,20900,2019,mazda,mazda3,39000
11494,27888,2017,dodge,challenger,118043
11495,32551,2018,audi,s5,109796
11496,35987,2018,bmw,x5,42616
11497,53700,2022,mercedes-benz,glc,6295
